"username","userId","message","url"
"Pasitha","504180445899128843","http://triam.ddns.net/","http://triam.ddns.net/"
"Pasitha","504180445899128843","เว็บนี้ดีมากเลยนะทุกคน http://triam.ddns.net/","http://triam.ddns.net/"
"Pasitha","504180445899128843","http://triam.ddns.net/","http://triam.ddns.net/"
"Pasitha","504180445899128843","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"Pasitha","504180445899128843","https://sysadmin.psu.ac.th/2018/09/17/open-thai-csv-excel-correctly/","https://sysadmin.psu.ac.th/2018/09/17/open-thai-csv-excel-correctly/"
"Pasitha","504180445899128843","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"Pasitha","504180445899128843","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"Pasitha","504180445899128843","https://sysadmin.psu.ac.th/2018/09/17/open-thai-csv-excel-correctly/","https://sysadmin.psu.ac.th/2018/09/17/open-thai-csv-excel-correctly/"
"Pasitha","504180445899128843","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"Pasitha","504180445899128843","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"Pasitha","504180445899128843","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"Pasitha","504180445899128843","ใช้regex https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions"
"ToastKun","310073899905843200","https://tenor.com/view/lol-funny-make-face-lmao-tongue-out-gif-16439196","https://tenor.com/view/lol-funny-make-face-lmao-tongue-out-gif-16439196"
"ToastKun","310073899905843200","https://tenor.com/view/sus-gif-20302681","https://tenor.com/view/sus-gif-20302681"
